crisno,year,crisname,statea,namea,actnuma,stateb,nameb,actnumb,trgyrdy,trgmody,trgdady,trmyrdy,trmmody,trmdady,ongoing,crdynum
140,1953,KOREAN WAR III,530,ETH,9999,731,KON,328,1953,5,22,1953,7,27,0,387
140,1953,KOREAN WAR III,640,TUR,9999,710,CHN,327,1953,5,22,1953,7,27,0,388
140,1953,KOREAN WAR III,640,TUR,9999,731,KON,328,1953,5,22,1953,7,27,0,389
140,1953,KOREAN WAR III,710,CHN,327,732,KOS,329,1953,5,22,1953,7,27,0,390
140,1953,KOREAN WAR III,710,CHN,327,800,THI,9999,1953,5,22,1953,7,27,0,391
140,1953,KOREAN WAR III,710,CHN,327,840,PHI,9999,1953,5,22,1953,7,27,0,392
140,1953,KOREAN WAR III,710,CHN,327,900,AUL,9999,1953,5,22,1953,7,27,0,393
140,1953,KOREAN WAR III,710,CHN,327,920,NEW,9999,1953,5,22,1953,7,27,0,394
140,1953,KOREAN WAR III,731,KON,328,732,KOS,329,1953,5,22,1953,7,27,0,395
140,1953,KOREAN WAR III,731,KON,328,800,THI,9999,1953,5,22,1953,7,27,0,396
140,1953,KOREAN WAR III,731,KON,328,840,PHI,9999,1953,5,22,1953,7,27,0,397
140,1953,KOREAN WAR III,731,KON,328,900,AUL,9999,1953,5,22,1953,7,27,0,398
140,1953,KOREAN WAR III,731,KON,328,920,NEW,9999,1953,5,22,1953,7,27,0,399
142,1953,TRIESTE II,2,USA,9999,345,YUG,331,1953,10,8,1953,12,5,0,400
142,1953,TRIESTE II,200,UNK,9999,345,YUG,331,1953,10,8,1953,12,5,0,401
142,1953,TRIESTE II,325,ITA,332,345,YUG,331,1953,10,8,1953,12,5,0,402
143,1953,QIBYA,663,JOR,333,666,ISR,9999,1953,10,14,1953,10,31,0,403
144,1954,GUATEMALA,2,USA,335,90,GUA,334,1953,12,12,1954,6,29,0,404
144,1954,GUATEMALA,90,GUA,334,91,HON,336,1953,12,12,1954,6,29,0,405
145,1954,DIEN BIEN PHU,220,FRN,337,816,DRV,9999,1954,3,13,1954,7,21,0,406
146,1954,TAIWAN STRAIT I,2,USA,342,710,CHN,340,1954,8,10,1955,4,23,0,407
146,1955,TAIWAN STRAIT I,2,USA,342,710,CHN,340,1954,8,10,1955,4,23,1,407
146,1954,TAIWAN STRAIT I,710,CHN,340,713,TAW,341,1954,8,10,1954,12,2,0,408
146,1955,TAIWAN STRAIT I,710,CHN,340,713,TAW,343,1954,8,10,1955,3,25,0,409
147,1955,COSTA RICA/NIC. II,93,NIC,345,94,COS,344,1955,1,8,1955,1,20,0,410
149,1955,GAZA RAID-CZECH. ARMS,651,EGY,347,666,ISR,348,1955,2,28,1955,9,28,0,411
150,1955,PUSHTUNISTAN II,700,AFG,349,770,PAK,350,1955,3,27,1955,10,14,0,412
152,1956,SUEZ NATN.-WAR,2,USA,356,365,USR,355,1956,10,29,1956,11,8,0,413
152,1956,SUEZ NATN.-WAR,200,UNK,353,365,USR,355,1956,7,26,1956,11,6,0,414
152,1956,SUEZ NATN.-WAR,200,UNK,353,651,EGY,354,1956,7,26,1956,11,6,0,415
152,1956,SUEZ NATN.-WAR,220,FRN,352,365,USR,355,1956,7,26,1956,11,6,0,416
152,1956,SUEZ NATN.-WAR,220,FRN,352,651,EGY,354,1956,7,26,1956,11,6,0,417
152,1956,SUEZ NATN.-WAR,365,USR,355,666,ISR,357,1956,10,29,1956,11,8,0,418
152,1956,SUEZ NATN.-WAR,651,EGY,354,666,ISR,357,1956,10,29,1957,3,12,0,419
152,1957,SUEZ NATN.-WAR,651,EGY,354,666,ISR,357,1956,10,29,1957,3,12,1,419
153,1956,QALQILYA,645,IRQ,9999,666,ISR,359,1956,10,12,1956,10,15,0,420
153,1956,QALQILYA,663,JOR,358,666,ISR,359,1956,9,13,1956,10,15,0,421
154,1956,POLAND LIBERALIZATION,290,POL,361,365,USR,360,1956,10,15,1956,10,22,0,422
155,1956,HUNGARIAN UPRISING,310,HUN,363,365,USR,362,1956,10,23,1956,11,14,0,423
156,1957,MOCORON INCIDENT,91,HON,365,93,NIC,364,1957,2,26,1957,5,5,0,424
158,1957,FRANCE/TUNISIA,220,FRN,9999,616,TUN,367,1957,5,31,1958,6,17,0,425
158,1958,FRANCE/TUNISIA,220,FRN,9999,616,TUN,367,1957,5,31,1958,6,17,1,425
159,1957,SYRIA/TURKEY,2,USA,369,652,SYR,370,1957,8,18,1957,10,29,0,426
159,1957,SYRIA/TURKEY,640,TUR,368,652,SYR,370,1957,8,18,1957,10,29,0,427
160,1957,IFNI,230,SPN,371,600,MOR,9999,1957,11,23,1958,4,30,0,428
160,1958,IFNI,230,SPN,371,600,MOR,9999,1957,11,23,1958,4,30,1,428
161,1957,WEST IRIAN I,210,NTH,372,850,INS,9999,1957,12,1,1958,12,31,0,429
161,1958,WEST IRIAN I,210,NTH,372,850,INS,9999,1957,12,1,1958,12,31,1,429
162,1958,FORMATION OF UAR,645,IRQ,373,651,EGY,9999,1958,2,1,1958,2,14,0,430
162,1958,FORMATION OF UAR,645,IRQ,373,652,SYR,9999,1958,2,1,1958,2,14,0,431
162,1958,FORMATION OF UAR,651,EGY,9999,663,JOR,374,1958,2,1,1958,2,14,0,432
162,1958,FORMATION OF UAR,652,SYR,9999,663,JOR,374,1958,2,1,1958,2,14,0,433
163,1958,EGYPT/SUDAN BORDER,625,SUD,375,651,EGY,9999,1958,2,9,1958,2,25,0,434
164,1958,ABORTED COUP INDONESIA,2,USA,9999,850,INS,376,1958,2,21,1958,5,20,0,435
166,1958,TAIWAN STRAIT II,2,USA,382,710,CHN,383,1958,8,23,1958,9,14,0,436
166,1958,TAIWAN STRAIT II,710,CHN,383,713,TAW,381,1958,7,17,1958,9,30,0,437
167,1958,CAMBODIA/THAILAND,800,TAI,384,811,CAM,385,1958,7,24,1959,2,6,0,438
167,1959,CAMBODIA/THAILAND,800,TAI,384,811,CAM,385,1958,7,24,1959,2,6,1,438
168,1958,BERLIN DEADLINE,2,USA,388,265,GME,390,1958,11,27,1959,9,15,0,439
168,1959,BERLIN DEADLINE,2,USA,388,265,GME,390,1958,11,27,1959,9,15,1,439
168,1958,BERLIN DEADLINE,2,USA,388,365,USR,391,1958,11,27,1959,9,15,0,440
168,1959,BERLIN DEADLINE,2,USA,388,365,USR,391,1958,11,27,1959,9,15,1,440
168,1958,BERLIN DEADLINE,200,UNK,387,265,GME,390,1958,11,27,1959,9,15,0,441
168,1959,BERLIN DEADLINE,200,UNK,387,265,GME,390,1958,11,27,1959,9,15,1,441
168,1958,BERLIN DEADLINE,200,UNK,387,365,USR,391,1958,11,27,1959,9,15,0,442
168,1959,BERLIN DEADLINE,200,UNK,387,365,USR,391,1958,11,27,1959,9,15,1,442
168,1958,BERLIN DEADLINE,220,FRN,386,265,GME,390,1958,11,27,1959,9,15,0,443
168,1959,BERLIN DEADLINE,220,FRN,386,265,GME,390,1958,11,27,1959,9,15,1,443
168,1958,BERLIN DEADLINE,220,FRN,386,365,USR,391,1958,11,27,1959,9,15,0,444
168,1959,BERLIN DEADLINE,220,FRN,386,365,USR,391,1958,11,27,1959,9,15,1,444
168,1958,BERLIN DEADLINE,260,GMW,389,265,GME,390,1958,11,27,1959,9,15,0,445
168,1959,BERLIN DEADLINE,260,GMW,389,265,GME,390,1958,11,27,1959,9,15,1,445
168,1958,BERLIN DEADLINE,260,GMW,389,365,USR,391,1958,11,27,1959,9,15,0,446
168,1959,BERLIN DEADLINE,260,GMW,389,365,USR,391,1958,11,27,1959,9,15,1,446
169,1958,MEX./GUAT. FISHING,70,MEX,393,90,GUA,392,1958,12,29,1959,1,12,0,447
169,1959,MEX./GUAT. FISHING,70,MEX,393,90,GUA,392,1958,12,29,1959,1,12,1,447
171,1959,CHINA/INDIA BDR I,710,CHN,398,750,IND,399,1959,8,25,1960,4,19,0,448
171,1960,CHINA/INDIA BDR I,710,CHN,398,750,IND,399,1959,8,25,1960,4,19,1,448
172,1959,SHATT-AL-ARAB I,630,IRN,401,645,IRQ,400,1959,11,28,1960,1,4,0,449
172,1960,SHATT-AL-ARAB I,630,IRN,401,645,IRQ,400,1959,11,28,1960,1,4,1,449
173,1960,ROTTEM,651,EGY,402,666,ISR,403,1960,2,15,1960,3,1,0,450
175,1960,FAILED ASS. ATMPT-VEN,42,DOM,406,101,VEN,405,1960,6,24,1960,8,20,0,451
177,1960,MALI FEDERATION,432,MLI,410,433,SEN,411,1960,8,20,1960,9,22,0,452
178,1960,CEN. AMERICA/CUBA II,40,CUB,9999,90,GUA,413,1960,11,13,1960,12,7,0,453
178,1960,CEN. AMERICA/CUBA II,40,CUB,9999,93,NIC,412,1960,11,9,1960,12,7,0,454
179,1960,ETHIOPIA/SOMALIA,520,SOM,9999,530,ETH,414,1960,12,26,1961,12,31,0,455
179,1961,ETHIOPIA/SOMALIA,520,SOM,9999,530,ETH,414,1960,12,26,1961,12,31,1,455
180,1961,PATHET LAO OFFEN.,2,USA,415,816,VTN,9999,1961,3,9,1961,5,16,0,456
181,1961,BAY OF PIGS,2,USA,418,40,CUB,417,1961,4,15,1961,4,19,0,457
182,1961,PUSHTUNISTAN III,700,AFG,420,770,PAK,419,1961,5,19,1962,1,29,0,458
182,1962,PUSHTUNISTAN III,700,AFG,420,770,PAK,419,1961,5,19,1962,1,29,1,458
183,1961,KUWAIT INDEPENDENCE,200,UNK,423,645,IRQ,421,1961,6,19,1961,7,13,0,459
183,1961,KUWAIT INDEPENDENCE,645,IRQ,421,690,KUW,422,1961,6,19,1961,7,13,0,460
184,1961,BIZERTA,220,FRN,424,616,TUN,425,1961,7,17,1961,9,29,0,461
185,1961,BERLIN WALL,2,USA,431,265,GME,426,1961,8,10,1961,8,13,0,462
185,1961,BERLIN WALL,2,USA,431,365,USR,427,1961,8,10,1961,10,28,0,463
185,1961,BERLIN WALL,200,UNK,429,265,GME,426,1961,8,10,1961,8,13,0,464
185,1961,BERLIN WALL,200,UNK,429,365,USR,427,1961,8,10,1961,10,17,0,465
185,1961,BERLIN WALL,220,FRN,428,265,GME,426,1961,8,10,1961,8,13,0,466
185,1961,BERLIN WALL,220,FRN,428,365,USR,427,1961,8,10,1961,10,17,0,467
185,1961,BERLIN WALL,260,GMW,430,265,GME,426,1961,8,10,1961,8,13,0,468
185,1961,BERLIN WALL,260,GMW,430,365,USR,427,1961,8,10,1961,10,17,0,469
186,1961,VIETCONG ATTACK,2,USA,433,816,VTN,9999,1961,9,18,1961,11,15,0,470
186,1961,VIETCONG ATTACK,816,VTN,9999,817,VTS,432,1961,9,18,1961,11,15,0,471
187,1961,WEST IRIAN II,210,NTH,435,850,INS,434,1961,9,26,1962,8,15,0,472
187,1962,WEST IRIAN II,210,NTH,435,850,INS,434,1961,9,26,1962,8,15,1,472
188,1961,BREAKUP OF UAR,651,EGY,436,652,SYR,9999,1961,9,28,1961,10,5,0,473
190,1961,GOA II,235,POR,438,750,IND,9999,1961,12,11,1961,12,19,0,474
192,1962,TAIWAN STRAIT III,710,CHN,440,713,TAW,9999,1962,4,22,1962,6,27,0,475
194,1962,CHINA/INDIA BDR II,710,CHN,444,750,IND,443,1962,9,8,1962,11,21,0,476
194,1962,CHINA/INDIA BDR II,710,CHN,444,750,IND,445,1962,10,4,1962,11,21,0,477
195,1962,YEMEN WAR I,651,EGY,448,663,JOR,446,1962,9,26,1963,4,15,0,478
195,1963,YEMEN WAR I,651,EGY,448,663,JOR,446,1962,9,26,1963,4,15,1,478
195,1962,YEMEN WAR I,651,EGY,448,670,SAU,447,1962,9,26,1963,4,15,0,479
195,1963,YEMEN WAR I,651,EGY,448,670,SAU,447,1962,9,26,1963,4,15,1,479
195,1962,YEMEN WAR I,663,JOR,446,678,YEM,449,1962,9,26,1963,4,15,0,480
195,1963,YEMEN WAR I,663,JOR,446,678,YEM,449,1962,9,26,1963,4,15,1,480
195,1962,YEMEN WAR I,670,SAU,447,678,YEM,449,1962,9,26,1963,4,15,0,481
195,1963,YEMEN WAR I,670,SAU,447,678,YEM,449,1962,9,26,1963,4,15,1,481
196,1962,CUBAN MISSILES,2,USA,450,40,CUB,451,1962,10,16,1962,11,20,0,482
196,1962,CUBAN MISSILES,2,USA,450,365,USR,452,1962,10,16,1962,11,20,0,483
197,1963,MALAYSIA FEDERATION,200,UNK,9999,850,INS,454,1963,7,9,1965,8,9,0,484
197,1964,MALAYSIA FEDERATION,200,UNK,9999,850,INS,454,1963,7,9,1965,8,9,1,484
197,1965,MALAYSIA FEDERATION,200,UNK,9999,850,INS,454,1963,7,9,1965,8,9,1,484
197,1963,MALAYSIA FEDERATION,820,MAL,453,850,INS,454,1963,2,11,1965,8,9,0,485
197,1964,MALAYSIA FEDERATION,820,MAL,453,850,INS,454,1963,2,11,1965,8,9,1,485
197,1965,MALAYSIA FEDERATION,820,MAL,453,850,INS,454,1963,2,11,1965,8,9,1,485
198,1963,DOM. REP./HAITI II,2,USA,9999,41,HAI,456,1963,4,27,1963,6,3,0,486
198,1963,DOM. REP./HAITI II,41,HAI,456,42,DOM,455,1963,4,26,1963,5,14,0,487
199,1963,ALGERIA/MOROCCO BDR.,600,MOR,458,615,ALG,457,1963,10,1,1963,11,4,0,488
201,1963,KENYA/SOMALIA,501,KEN,460,520,SOM,9999,1963,11,20,1964,3,4,0,489
201,1964,KENYA/SOMALIA,501,KEN,460,520,SOM,9999,1963,11,20,1964,3,4,1,489
202,1963,CYPRUS I,350,GRC,463,640,TUR,461,1963,11,30,1964,8,10,0,490
202,1964,CYPRUS I,350,GRC,463,640,TUR,461,1963,11,30,1964,8,10,1,490
202,1963,CYPRUS I,352,CYP,462,640,TUR,461,1963,11,30,1964,8,10,0,491
202,1964,CYPRUS I,352,CYP,462,640,TUR,461,1963,11,30,1964,8,10,1,491
203,1964,JORDAN WATERS,651,EGY,467,666,ISR,468,1963,12,11,1964,5,5,0,492
203,1964,JORDAN WATERS,652,SYR,466,666,ISR,468,1963,12,11,1964,5,5,0,493
203,1964,JORDAN WATERS,660,LEB,465,666,ISR,468,1963,12,11,1964,5,5,0,494
203,1964,JORDAN WATERS,663,JOR,464,666,ISR,468,1963,12,11,1964,5,5,0,495
204,1963,DAHOMEY/NIGER,434,DAH,470,436,NIE,469,1963,12,21,1964,1,4,0,496
204,1964,DAHOMEY/NIGER,434,DAH,470,436,NIE,469,1963,12,21,1964,1,4,1,496
205,1964,BURUNDI/RWANDA,516,BUI,472,517,RWA,471,1963,12,21,1964,4,30,0,497
206,1964,PANAMA FLAG,2,USA,474,95,PAN,473,1964,1,9,1964,1,12,0,498
208,1964,OGADEN I,520,SOM,477,530,ETH,476,1964,2,7,1964,3,30,0,499
209,1964,YEMEN WAR II,651,EGY,479,670,SAU,480,1964,5,20,1964,11,8,0,500
209,1964,YEMEN WAR II,670,SAU,480,678,YEM,478,1964,5,20,1964,11,8,0,501
210,1964,GULF OF TONKIN,2,USA,482,816,VTN,481,1964,7,30,1964,8,7,0,502
210,1964,GULF OF TONKIN,816,VTN,481,817,VTS,9999,1964,7,30,1964,8,20,0,503
211,1964,CONGO II,2,USA,485,365,USR,486,1964,9,26,1964,11,29,0,504
211,1964,CONGO II,211,BEL,484,365,USR,486,1964,9,26,1964,11,29,0,505
211,1964,CONGO II,365,USR,486,490,DRC,483,1964,8,4,1964,12,17,0,506
211,1964,CONGO II,2,USA,485,710,CHN,9999,1964,9,26,1964,11,29,0,963
211,1964,CONGO II,211,BEL,484,710,CHN,9999,1964,9,26,1964,11,29,0,964
211,1964,CONGO II,490,DRC,483,710,CHN,9999,1964,8,4,1964,12,17,0,965
212,1965,YEMEN WAR III,651,EGY,487,670,SAU,489,1964,12,3,1965,8,25,0,507
212,1965,YEMEN WAR III,670,SAU,489,678,YEM,488,1964,12,3,1965,8,25,0,508
213,1965,PLEIKU,2,USA,491,816,VTN,492,1965,2,7,1965,3,2,0,509
213,1965,PLEIKU,816,VTN,492,817,VTS,490,1965,2,7,1965,3,2,0,510
214,1965,RANN OF KUTCH,750,IND,493,770,PAK,494,1965,4,8,1965,6,30,0,511
216,1965,KASHMIR II,710,CHN,9999,750,IND,498,1965,9,16,1965,9,21,0,512
216,1965,KASHMIR II,750,IND,496,770,PAK,497,1965,8,5,1966,1,10,0,513
216,1966,KASHMIR II,750,IND,496,770,PAK,497,1965,8,5,1966,1,10,1,513
218,1965,RHODESIA'S UDI,551,ZAM,500,552,RHO,9999,1965,11,5,1966,4,27,0,514
218,1966,RHODESIA'S UDI,551,ZAM,500,552,RHO,9999,1965,11,5,1966,4,27,1,514
219,1966,YEMEN WAR IV,651,EGY,502,670,SAU,501,1966,10,14,1967,9,26,0,515
219,1967,YEMEN WAR IV,651,EGY,502,670,SAU,501,1966,10,14,1967,9,26,1,515
219,1966,YEMEN WAR IV,670,SAU,501,678,YEM,503,1966,10,14,1967,9,26,0,516
219,1967,YEMEN WAR IV,670,SAU,501,678,YEM,503,1966,10,14,1967,9,26,1,516
220,1966,EL SAMU,663,JOR,505,666,ISR,504,1966,11,12,1966,11,15,0,517
221,1967,CHE GUEVARA-BOLIVIA,40,CUB,9999,145,BOL,506,1967,3,23,1967,10,10,0,518
222,1967,SIX DAY WAR,2,USA,510,365,USR,512,1967,6,6,1967,6,11,0,519
222,1967,SIX DAY WAR,651,EGY,509,666,ISR,507,1967,5,17,1967,6,11,0,520
222,1967,SIX DAY WAR,652,SYR,511,666,ISR,507,1967,5,17,1967,6,10,0,521
222,1967,SIX DAY WAR,663,JOR,508,666,ISR,507,1967,5,17,1967,6,11,0,522
223,1967,CYPRUS II,350,GRC,514,640,TUR,513,1967,11,15,1967,12,1,0,523
223,1967,CYPRUS II,352,CYP,515,640,TUR,513,1967,11,15,1967,12,1,0,524
224,1968,PUEBLO,2,USA,517,731,KON,518,1968,1,22,1968,12,23,0,525
224,1968,PUEBLO,731,KON,518,732,KOS,516,1968,1,21,1968,4,17,0,526
225,1968,TET OFFENSIVE,2,USA,520,816,VTN,9999,1968,2,27,1968,3,31,0,527
225,1968,TET OFFENSIVE,816,VTN,9999,817,VTS,519,1968,1,30,1968,2,24,0,528
226,1968,KARAMEH,663,JOR,522,666,ISR,521,1968,3,18,1968,3,21,0,529
227,1968,PRAGUE SPRING,265,GME,523,315,CZE,528,1968,4,9,1968,8,20,0,530
227,1968,PRAGUE SPRING,290,POL,524,315,CZE,528,1968,4,9,1968,8,20,0,531
227,1968,PRAGUE SPRING,310,HUN,526,315,CZE,528,1968,5,8,1968,8,20,0,532
227,1968,PRAGUE SPRING,315,CZE,528,355,BUL,525,1968,5,8,1968,8,20,0,533
227,1968,PRAGUE SPRING,315,CZE,528,365,USR,527,1968,6,27,1968,10,18,0,534
228,1968,ESSEQUIBO I,101,VEN,9999,110,GUY,529,1968,7,9,1968,8,31,0,535
229,1968,BEIRUT AIRPORT,660,LEB,530,666,ISR,9999,1968,12,28,1969,1,31,0,536
229,1969,BEIRUT AIRPORT,660,LEB,530,666,ISR,9999,1968,12,28,1969,1,31,1,536
230,1969,VIETNAM SPRING OFF.,2,USA,531,816,VTN,9999,1969,2,22,1969,3,18,0,537
230,1969,VIETNAM SPRING OFF.,816,VTN,9999,817,VTS,532,1969,5,12,1969,6,8,0,538
231,1969,USSURI RIVER,365,USR,533,710,CHN,534,1969,3,2,1969,10,20,0,539
232,1969,WAR OF ATTRITION,651,EGY,536,666,ISR,535,1969,3,8,1969,7,28,0,540
232,1970,WAR OF ATTRITION,365,USR,538,666,ISR,539,1970,1,22,1970,8,7,0,541
232,1970,WAR OF ATTRITION,651,EGY,537,666,ISR,539,1970,1,7,1970,8,7,0,542
233,1969,EC-121 SPY PLANE,2,USA,540,731,KON,9999,1969,4,15,1969,4,26,0,543
234,1969,SHATT-AL-ARAB II,630,IRN,541,645,IRQ,542,1969,4,15,1969,10,30,0,544
235,1969,FOOTBALL WAR,91,HON,544,92,ELS,543,1969,6,15,1969,7,30,0,545
237,1970,INVASION OF CAMBODIA,2,USA,549,816,VTN,546,1970,3,13,1970,6,30,0,546
237,1970,INVASION OF CAMBODIA,732,KOS,9999,816,VTN,546,1970,3,13,1970,6,30,0,547
237,1970,INVASION OF CAMBODIA,800,THI,9999,816,VTN,546,1970,3,13,1970,6,30,0,548
237,1970,INVASION OF CAMBODIA,811,CAM,547,816,VTN,546,1970,3,13,1970,6,30,0,549
237,1970,INVASION OF CAMBODIA,816,VTN,546,817,VTS,548,1970,3,13,1970,6,30,0,550
237,1970,INVASION OF CAMBODIA,816,VTN,546,840,PHI,9999,1970,3,13,1970,6,30,0,551
237,1970,INVASION OF CAMBODIA,816,VTN,546,900,AUS,9999,1970,3,13,1970,6,30,0,552
238,1970,BLACK SEPTEMBER,2,USA,551,652,SYR,550,1970,9,15,1970,9,29,0,553
238,1970,BLACK SEPTEMBER,652,SYR,550,663,JOR,553,1970,9,15,1970,9,29,0,554
238,1970,BLACK SEPTEMBER,652,SYR,550,666,ISR,552,1970,9,15,1970,9,29,0,555
239,1970,CIENFUEGOS SUB BASE,2,USA,554,365,USR,9999,1970,9,16,1970,10,23,0,556
241,1971,INVASION OF LAOS II,2,USA,9999,812,LAO,556,1971,2,8,1971,3,25,0,557
241,1971,INVASION OF LAOS II,2,USA,9999,816,VTN,557,1971,2,8,1971,3,25,0,558
241,1971,INVASION OF LAOS II,732,KOS,9999,816,VTN,557,1971,2,8,1971,3,25,0,559
241,1971,INVASION OF LAOS II,800,THI,9999,816,VTN,557,1971,2,8,1971,3,25,0,560
241,1971,INVASION OF LAOS II,812,LAO,556,816,VTN,557,1971,2,8,1971,3,25,0,561
241,1971,INVASION OF LAOS II,816,VTN,557,817,VTS,9999,1971,2,8,1971,3,25,0,562
241,1971,INVASION OF LAOS II,816,VTN,557,840,PHI,9999,1971,2,8,1971,3,25,0,563
241,1971,INVASION OF LAOS II,816,VTN,557,900,AUS,9999,1971,2,8,1971,3,25,0,564
242,1971,BANGLADESH,750,IND,560,770,PAK,561,1971,10,12,1971,12,17,0,565
243,1971,CHAD/LIBYA I,483,CHA,563,620,IBY,562,1971,5,24,1971,8,28,0,566
244,1971,CAPRIVI STRIP,551,ZAM,564,560,SAF,9999,1971,10,5,1971,10,12,0,567
245,1971,TANZANIA/UGANDA I,500,UGA,566,510,TAZ,565,1971,10,20,1971,11,25,0,568
246,1972,VIETNAM-PORTS MINING,2,USA,568,816,VTN,569,1972,3,30,1972,7,19,0,569
246,1972,VIETNAM-PORTS MINING,732,KOS,9999,816,VTN,569,1972,5,8,1972,7,19,0,570
246,1972,VIETNAM-PORTS MINING,800,THI,9999,816,VTN,569,1972,5,8,1972,7,19,0,571
246,1972,VIETNAM-PORTS MINING,816,VTN,569,817,VTS,567,1972,3,30,1972,7,19,0,572
246,1972,VIETNAM-PORTS MINING,816,VTN,569,840,PHI,9999,1972,5,8,1972,7,19,0,573
246,1972,VIETNAM-PORTS MINING,816,VTN,569,900,AUS,9999,1972,5,8,1972,7,19,0,574
247,1972,TANZANIA/UGANDA II,500,UGA,570,510,TAZ,571,1972,9,17,1972,10,5,0,575
248,1972,NORTH/SOUTH YEMEN I,678,NYE,572,680,SYE,573,1972,9,26,1972,11,28,0,576
249,1972,CHRISTMAS BOMBING,2,USA,575,816,VTN,576,1972,12,4,1973,1,27,0,577
249,1973,CHRISTMAS BOMBING,2,USA,575,816,VTN,576,1972,12,4,1973,1,27,1,577
249,1972,CHRISTMAS BOMBING,732,KOS,9999,816,VTN,576,1972,12,17,1973,1,27,0,578
249,1973,CHRISTMAS BOMBING,732,KOS,9999,816,VTN,576,1972,12,17,1973,1,27,1,578
249,1972,CHRISTMAS BOMBING,800,THI,9999,816,VTN,576,1972,12,17,1973,1,27,0,579
249,1973,CHRISTMAS BOMBING,800,THI,9999,816,VTN,576,1972,12,17,1973,1,27,1,579
249,1972,CHRISTMAS BOMBING,816,VTN,576,817,VTS,574,1972,10,23,1973,1,27,0,580
249,1973,CHRISTMAS BOMBING,816,VTN,576,817,VTS,574,1972,10,23,1973,1,27,1,580
249,1972,CHRISTMAS BOMBING,816,VTN,576,840,PHI,9999,1972,12,17,1973,1,27,0,581
249,1973,CHRISTMAS BOMBING,816,VTN,576,840,PHI,9999,1972,12,17,1973,1,27,1,581
250,1973,ZAMBIA RAID,551,ZAM,577,552,RHO,9999,1973,1,19,1973,2,3,0,582
251,1973,LIBYAN PLANE,620,IBY,9999,666,ISR,578,1973,2,21,1973,2,21,0,583
252,1973,IRAQ INVASION/KUWAIT,645,IRQ,9999,690,KUW,579,1973,3,20,1973,6,8,0,584
253,1973,ISRAEL MOBILIZATION,651,EGY,9999,666,ISR,580,1973,4,10,1973,6,30,0,585
254,1973,COD WAR I,200,UNK,581,365,USR,9999,1973,5,14,1973,11,13,0,586
254,1973,COD WAR I,200,UNK,581,395,ICE,582,1973,5,14,1973,11,13,0,587
255,1973,OCT. YOM KIPPUR WAR,2,USA,586,365,USR,588,1973,10,12,1974,5,31,0,588
255,1974,OCT. YOM KIPPUR WAR,2,USA,586,365,USR,588,1973,10,12,1974,5,31,1,588
255,1973,OCT. YOM KIPPUR WAR,2,USA,586,651,EGY,587,1973,10,12,1974,1,18,0,589
255,1974,OCT. YOM KIPPUR WAR,2,USA,586,651,EGY,587,1973,10,12,1974,1,18,1,589
255,1973,OCT. YOM KIPPUR WAR,2,USA,586,652,SYR,585,1973,10,10,1974,5,31,0,590
255,1974,OCT. YOM KIPPUR WAR,2,USA,586,652,SYR,585,1973,10,10,1974,5,31,1,590
255,1973,OCT. YOM KIPPUR WAR,365,USR,588,666,ISR,583,1973,10,5,1974,5,31,0,591
255,1974,OCT. YOM KIPPUR WAR,365,USR,588,666,ISR,583,1973,10,5,1974,5,31,1,591
255,1973,OCT. YOM KIPPUR WAR,645,IRQ,9999,666,ISR,583,1973,10,5,1974,5,31,0,592
255,1974,OCT. YOM KIPPUR WAR,645,IRQ,9999,666,ISR,583,1973,10,5,1974,5,31,1,592
255,1973,OCT. YOM KIPPUR WAR,651,EGY,587,666,ISR,583,1973,10,5,1974,1,18,0,593
255,1974,OCT. YOM KIPPUR WAR,651,EGY,587,666,ISR,583,1973,10,5,1974,1,18,1,593
255,1973,OCT. YOM KIPPUR WAR,652,SYR,585,666,ISR,583,1973,10,5,1974,5,31,0,594
255,1974,OCT. YOM KIPPUR WAR,652,SYR,585,666,ISR,583,1973,10,5,1974,5,31,1,594
255,1973,OCT. YOM KIPPUR WAR,663,JOR,9999,666,ISR,583,1973,10,5,1974,5,31,0,595
255,1974,OCT. YOM KIPPUR WAR,663,JOR,9999,666,ISR,583,1973,10,5,1974,5,31,1,595
256,1973,OMAN/SOUTH YEMEN,680,SYE,9999,698,OMA,589,1973,11,18,1976,3,11,0,596
256,1974,OMAN/SOUTH YEMEN,680,SYE,9999,698,OMA,589,1973,11,18,1976,3,11,1,596
256,1975,OMAN/SOUTH YEMEN,680,SYE,9999,698,OMA,589,1973,11,18,1976,3,11,1,596
256,1976,OMAN/SOUTH YEMEN,680,SYE,9999,698,OMA,589,1973,11,18,1976,3,11,1,596
257,1974,CYPRUS III,350,GRC,592,640,TUR,591,1974,7,15,1975,2,24,0,597
257,1975,CYPRUS III,350,GRC,592,640,TUR,591,1974,7,15,1975,2,24,1,597
257,1974,CYPRUS III,352,CYP,590,640,TUR,591,1974,7,15,1975,2,24,0,598
257,1975,CYPRUS III,352,CYP,590,640,TUR,591,1974,7,15,1975,2,24,1,598
258,1974,FINAL N. VIET. OFFEN.,816,VTN,9999,817,VTS,593,1974,12,14,1975,4,30,0,599
258,1975,FINAL N. VIET. OFFEN.,816,VTN,9999,817,VTS,593,1974,12,14,1975,4,30,1,599
258,1975,FINAL N. VIET. OFFEN.,811,CAM,594,816,VTN,9999,1975,1,1,1975,4,17,0,600
