CRISNO	YEAR	CRISNAME	STATEA	NAMEA	ACTNUMA	STATEB	NAMEB	ACTNUMB	ONESIDE	COWMEMA	COWMEMB	GWMEMA	GWMEMB	IWCA	IWCB	YRTRIGA	MOTRIGA	DATRIGA	YRTERMA	MOTERMA	DATERMA	YRTRIGB	MOTRIGB	DATRIGB	YRTERMB	MOTERMB	DATERMB	TRGYRDY	TRGMODY	TRGDADY	TRMYRDY	TRMMODY	TRMDADY	DURDAYS	DURYEAR	ONGOING	CRDYNUM
168	1958	BERLIN DEADLINE         	200	UNK  	387	365	USR  	391	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	0	442
168	1959	BERLIN DEADLINE         	200	UNK  	387	365	USR  	391	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	1	442
168	1958	BERLIN DEADLINE         	220	FRN  	386	265	GME  	390	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	0	443
168	1959	BERLIN DEADLINE         	220	FRN  	386	265	GME  	390	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	1	443
168	1958	BERLIN DEADLINE         	220	FRN  	386	365	USR  	391	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	0	444
168	1959	BERLIN DEADLINE         	220	FRN  	386	365	USR  	391	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	1	444
168	1958	BERLIN DEADLINE         	260	GMW  	389	265	GME  	390	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	0	445
168	1959	BERLIN DEADLINE         	260	GMW  	389	265	GME  	390	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	1	445
168	1958	BERLIN DEADLINE         	260	GMW  	389	365	USR  	391	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	0	446
168	1959	BERLIN DEADLINE         	260	GMW  	389	365	USR  	391	0	0	0	0	0	1	1	1958	11	27	1959	9	15	1958	12	31	1959	9	15	1958	12	31	1959	9	15	258	2	1	446
169	1958	MEX./GUAT. FISHING      	70	MEX  	393	90	GUA  	392	0	0	0	0	0	1	1	1958	12	31	1959	1	12	1958	12	29	1959	2	1	1958	12	31	1959	1	12	12	2	0	447
169	1959	MEX./GUAT. FISHING      	70	MEX  	393	90	GUA  	392	0	0	0	0	0	1	1	1958	12	31	1959	1	12	1958	12	29	1959	2	1	1958	12	31	1959	1	12	12	2	1	447
171	1959	CHINA/INDIA BDR I       	710	CHN  	398	750	IND  	399	0	0	0	0	0	1	1	1959	8	25	1960	4	19	1959	8	28	1960	4	19	1959	8	28	1960	4	19	235	2	0	448
171	1960	CHINA/INDIA BDR I       	710	CHN  	398	750	IND  	399	0	0	0	0	0	1	1	1959	8	25	1960	4	19	1959	8	28	1960	4	19	1959	8	28	1960	4	19	235	2	1	448
172	1959	SHATT-AL-ARAB I         	630	IRN  	401	645	IRQ  	400	0	0	0	0	0	1	1	1959	12	2	1960	1	4	1959	11	28	1960	1	4	1959	12	2	1960	1	4	33	2	0	449
172	1960	SHATT-AL-ARAB I         	630	IRN  	401	645	IRQ  	400	0	0	0	0	0	1	1	1959	12	2	1960	1	4	1959	11	28	1960	1	4	1959	12	2	1960	1	4	33	2	1	449
173	1960	ROTTEM                  	651	EGY  	402	666	ISR  	403	0	0	0	0	0	1	1	1960	2	15	1960	3	1	1960	2	23	1960	3	8	1960	2	23	1960	3	1	7	1	0	450
175	1960	FAILED ASS. ATMPT-VEN   	42	DOM  	406	101	VEN  	405	0	0	0	0	0	1	1	1960	6	25	1960	9	20	1960	6	24	1960	8	20	1960	6	25	1960	8	20	56	1	0	451
177	1960	MALI FEDERATION         	432	MLI  	410	433	SEN  	411	0	0	0	1	0	1	1	1960	8	20	1960	9	22	1960	8	20	1960	9	22	1960	8	20	1960	9	22	33	1	0	452
178	1960	CEN. AMERICA/CUBA II    	40	CUB  	9999	90	GUA  	413	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1960	11	13	1960	12	7	1960	11	13	1960	12	7	24	1	0	453
178	1960	CEN. AMERICA/CUBA II    	40	CUB  	9999	93	NIC  	412	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1960	11	9	1960	12	7	1960	11	9	1960	12	7	28	1	0	454
179	1960	ETHIOPIA/SOMALIA        	520	SOM  	9999	530	ETH  	414	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1960	12	26	1961	12	31	1960	12	26	1961	12	31	370	2	0	455
179	1961	ETHIOPIA/SOMALIA        	520	SOM  	9999	530	ETH  	414	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1960	12	26	1961	12	31	1960	12	26	1961	12	31	370	2	1	455
180	1961	PATHET LAO OFFEN.       	2	USA  	415	816	VTN  	9999	2	0	0	0	0	1	-99	1961	3	9	1961	5	16	-99	-99	-99	-99	-99	-99	1961	3	9	1961	5	16	68	1	0	456
181	1961	BAY OF PIGS             	2	USA  	418	40	CUB  	417	0	0	0	0	0	1	1	1961	4	15	1961	4	24	1961	4	15	1961	4	19	1961	4	15	1961	4	19	4	1	0	457
182	1961	PUSHTUNISTAN III        	700	AFG  	420	770	PAK  	419	0	0	0	0	0	1	1	1961	8	23	1962	1	29	1961	5	19	1962	1	29	1961	8	23	1962	1	29	159	2	0	458
182	1962	PUSHTUNISTAN III        	700	AFG  	420	770	PAK  	419	0	0	0	0	0	1	1	1961	8	23	1962	1	29	1961	5	19	1962	1	29	1961	8	23	1962	1	29	159	2	1	458
183	1961	KUWAIT INDEPENDENCE     	200	UNK  	423	645	IRQ  	421	0	0	0	0	0	1	1	1961	6	30	1961	7	13	1961	6	19	1961	7	13	1961	6	30	1961	7	13	13	1	0	459
183	1961	KUWAIT INDEPENDENCE     	645	IRQ  	421	690	KUW  	422	0	0	0	0	0	1	1	1961	6	19	1961	7	13	1961	6	25	1961	7	13	1961	6	25	1961	7	13	18	1	0	460
184	1961	BIZERTA                 	220	FRN  	424	616	TUN  	425	0	0	0	0	0	1	1	1961	7	17	1961	9	29	1961	7	19	1961	9	29	1961	7	19	1961	9	29	72	1	0	461
185	1961	BERLIN WALL             	2	USA  	431	265	GME  	426	0	0	0	0	0	1	1	1961	8	13	1961	10	28	1961	8	10	1961	8	13	1961	8	13	1961	8	13	0	1	0	462
185	1961	BERLIN WALL             	2	USA  	431	365	USR  	427	0	0	0	0	0	1	1	1961	8	13	1961	10	28	1961	8	10	1961	10	28	1961	8	13	1961	10	28	76	1	0	463
185	1961	BERLIN WALL             	200	UNK  	429	265	GME  	426	0	0	0	0	0	1	1	1961	8	13	1961	10	17	1961	8	10	1961	8	13	1961	8	13	1961	8	13	0	1	0	464
185	1961	BERLIN WALL             	200	UNK  	429	365	USR  	427	0	0	0	0	0	1	1	1961	8	13	1961	10	17	1961	8	10	1961	10	28	1961	8	13	1961	10	17	65	1	0	465
185	1961	BERLIN WALL             	220	FRN  	428	265	GME  	426	0	0	0	0	0	1	1	1961	8	13	1961	10	17	1961	8	10	1961	8	13	1961	8	13	1961	8	13	0	1	0	466
185	1961	BERLIN WALL             	220	FRN  	428	365	USR  	427	0	0	0	0	0	1	1	1961	8	13	1961	10	17	1961	8	10	1961	10	28	1961	8	13	1961	10	17	65	1	0	467
185	1961	BERLIN WALL             	260	GMW  	430	265	GME  	426	0	0	0	0	0	1	1	1961	8	13	1961	10	17	1961	8	10	1961	8	13	1961	8	13	1961	8	13	0	1	0	468
185	1961	BERLIN WALL             	260	GMW  	430	365	USR  	427	0	0	0	0	0	1	1	1961	8	13	1961	10	17	1961	8	10	1961	10	28	1961	8	13	1961	10	17	65	1	0	469
186	1961	VIETCONG ATTACK         	2	USA  	433	816	VTN  	9999	2	0	0	0	0	1	-99	1961	9	18	1961	11	15	-99	-99	-99	-99	-99	-99	1961	9	18	1961	11	15	58	1	0	470
186	1961	VIETCONG ATTACK         	816	VTN  	9999	817	VTS  	432	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1961	9	18	1961	11	15	1961	9	18	1961	11	15	58	1	0	471
187	1961	WEST IRIAN II           	210	NTH  	435	850	INS  	434	0	0	0	0	0	1	1	1961	12	19	1962	8	15	1961	9	26	1962	8	15	1961	12	19	1962	8	15	239	2	0	472
187	1962	WEST IRIAN II           	210	NTH  	435	850	INS  	434	0	0	0	0	0	1	1	1961	12	19	1962	8	15	1961	9	26	1962	8	15	1961	12	19	1962	8	15	239	2	1	472
188	1961	BREAKUP OF UAR          	651	EGY  	436	652	SYR  	9999	2	0	1	0	0	1	-99	1961	9	28	1961	10	5	-99	-99	-99	-99	-99	-99	1961	9	28	1961	10	5	7	1	0	473
190	1961	GOA II                  	235	POR  	438	750	IND  	9999	2	0	0	0	0	1	-99	1961	12	11	1961	12	19	-99	-99	-99	-99	-99	-99	1961	12	11	1961	12	19	8	1	0	474
192	1962	TAIWAN STRAIT III       	710	CHN  	440	713	CHI  	9999	2	0	0	0	0	1	-99	1962	4	22	1962	6	27	-99	-99	-99	-99	-99	-99	1962	4	22	1962	6	27	66	1	0	475
194	1962	CHINA/INDIA BDR II      	710	CHN  	444	750	IND  	443	0	0	0	0	0	1	1	1962	10	4	1962	11	21	1962	9	8	1963	1	23	1962	10	4	1962	11	21	48	1	0	476
194	1962	CHINA/INDIA BDR II      	710	CHN  	444	750	IND  	445	0	0	0	0	0	1	8	1962	10	4	1962	11	21	1962	11	16	1962	12	1	1962	11	16	1962	11	21	5	1	0	477
195	1962	YEMEN WAR I             	651	EGY  	448	663	JOR  	446	0	0	0	0	0	1	1	1962	10	1	1963	4	15	1962	9	26	1963	4	15	1962	10	1	1963	4	15	196	2	0	478
195	1963	YEMEN WAR I             	651	EGY  	448	663	JOR  	446	0	0	0	0	0	1	1	1962	10	1	1963	4	15	1962	9	26	1963	4	15	1962	10	1	1963	4	15	196	2	1	478
195	1962	YEMEN WAR I             	651	EGY  	448	670	SAU  	447	0	0	0	0	0	1	1	1962	10	1	1963	4	15	1962	9	26	1963	4	15	1962	10	1	1963	4	15	196	2	0	479
195	1963	YEMEN WAR I             	651	EGY  	448	670	SAU  	447	0	0	0	0	0	1	1	1962	10	1	1963	4	15	1962	9	26	1963	4	15	1962	10	1	1963	4	15	196	2	1	479
195	1962	YEMEN WAR I             	663	JOR  	446	678	YEM  	449	0	0	0	0	0	1	7	1962	9	26	1963	4	15	1962	10	1	1963	4	15	1962	10	1	1963	4	15	196	2	0	480
195	1963	YEMEN WAR I             	663	JOR  	446	678	YEM  	449	0	0	0	0	0	1	7	1962	9	26	1963	4	15	1962	10	1	1963	4	15	1962	10	1	1963	4	15	196	2	1	480
195	1962	YEMEN WAR I             	670	SAU  	447	678	YEM  	449	0	0	0	0	0	1	7	1962	9	26	1963	4	15	1962	10	1	1963	4	15	1962	10	1	1963	4	15	196	2	0	481
195	1963	YEMEN WAR I             	670	SAU  	447	678	YEM  	449	0	0	0	0	0	1	7	1962	9	26	1963	4	15	1962	10	1	1963	4	15	1962	10	1	1963	4	15	196	2	1	481
196	1962	CUBAN MISSILES          	2	USA  	450	40	CUB  	451	0	0	0	0	0	1	1	1962	10	16	1962	11	20	1962	10	22	1962	11	20	1962	10	22	1962	11	20	29	1	0	482
196	1962	CUBAN MISSILES          	2	USA  	450	365	USR  	452	0	0	0	0	0	1	1	1962	10	16	1962	11	20	1962	10	22	1962	11	20	1962	10	22	1962	11	20	29	1	0	483
197	1963	MALAYSIA FEDERATION     	200	UNK  	9999	850	INS  	454	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1963	7	9	1965	8	9	1963	7	9	1965	8	9	762	3	0	484
197	1964	MALAYSIA FEDERATION     	200	UNK  	9999	850	INS  	454	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1963	7	9	1965	8	9	1963	7	9	1965	8	9	762	3	1	484
197	1965	MALAYSIA FEDERATION     	200	UNK  	9999	850	INS  	454	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1963	7	9	1965	8	9	1963	7	9	1965	8	9	762	3	1	484
197	1963	MALAYSIA FEDERATION     	820	MAL  	453	850	INS  	454	0	0	0	0	0	1	1	1963	2	11	1965	8	9	1963	7	9	1965	8	9	1963	7	9	1965	8	9	762	3	0	485
197	1964	MALAYSIA FEDERATION     	820	MAL  	453	850	INS  	454	0	0	0	0	0	1	1	1963	2	11	1965	8	9	1963	7	9	1965	8	9	1963	7	9	1965	8	9	762	3	1	485
197	1965	MALAYSIA FEDERATION     	820	MAL  	453	850	INS  	454	0	0	0	0	0	1	1	1963	2	11	1965	8	9	1963	7	9	1965	8	9	1963	7	9	1965	8	9	762	3	1	485
198	1963	DOM. REP./HAITI II      	2	USA  	9999	41	HAI  	456	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1963	4	27	1963	6	3	1963	4	27	1963	6	3	37	1	0	486
198	1963	DOM. REP./HAITI II      	41	HAI  	456	42	DOM  	455	0	0	0	0	0	1	1	1963	4	27	1963	6	3	1963	4	26	1963	5	14	1963	4	27	1963	5	14	17	1	0	487
199	1963	ALGERIA/MOROCCO BDR.    	600	MOR  	458	615	ALG  	457	0	0	0	0	0	1	1	1963	10	8	1963	11	4	1963	10	1	1963	11	4	1963	10	8	1963	11	4	27	1	0	488
201	1963	KENYA/SOMALIA           	501	KEN  	460	520	SOM  	9999	2	1	0	1	0	1	-99	1963	11	20	1964	3	4	-99	-99	-99	-99	-99	-99	1963	11	20	1964	3	4	105	2	0	489
201	1964	KENYA/SOMALIA           	501	KEN  	460	520	SOM  	9999	2	1	0	1	0	1	-99	1963	11	20	1964	3	4	-99	-99	-99	-99	-99	-99	1963	11	20	1964	3	4	105	2	1	489
202	1963	CYPRUS I                	350	GRC  	463	640	TUR  	461	0	0	0	0	0	1	1	1963	12	6	1964	8	10	1963	11	30	1964	8	10	1963	12	6	1964	8	10	248	2	0	490
202	1964	CYPRUS I                	350	GRC  	463	640	TUR  	461	0	0	0	0	0	1	1	1963	12	6	1964	8	10	1963	11	30	1964	8	10	1963	12	6	1964	8	10	248	2	1	490
202	1963	CYPRUS I                	352	CYP  	462	640	TUR  	461	0	0	0	0	0	1	1	1963	12	6	1964	8	10	1963	11	30	1964	8	10	1963	12	6	1964	8	10	248	2	0	491
202	1964	CYPRUS I                	352	CYP  	462	640	TUR  	461	0	0	0	0	0	1	1	1963	12	6	1964	8	10	1963	11	30	1964	8	10	1963	12	6	1964	8	10	248	2	1	491
203	1964	JORDAN WATERS           	651	EGY  	467	666	ISR  	468	0	0	0	0	0	1	1	1963	12	11	1964	5	5	1964	1	16	1964	5	5	1964	1	16	1964	5	5	110	1	0	492
203	1964	JORDAN WATERS           	652	SYR  	466	666	ISR  	468	0	0	0	0	0	1	1	1963	12	11	1964	5	5	1964	1	16	1964	5	5	1964	1	16	1964	5	5	110	1	0	493
203	1964	JORDAN WATERS           	660	LEB  	465	666	ISR  	468	0	0	0	0	0	1	1	1963	12	11	1964	5	5	1964	1	16	1964	5	5	1964	1	16	1964	5	5	110	1	0	494
203	1964	JORDAN WATERS           	663	JOR  	464	666	ISR  	468	0	0	0	0	0	1	1	1963	12	11	1964	5	5	1964	1	16	1964	5	5	1964	1	16	1964	5	5	110	1	0	495
204	1963	DAHOMEY/NIGER           	434	DAH  	470	436	NIE  	469	0	0	0	0	0	1	1	1963	12	22	1964	1	4	1963	12	21	1964	1	4	1963	12	22	1964	1	4	13	2	0	496
204	1964	DAHOMEY/NIGER           	434	DAH  	470	436	NIE  	469	0	0	0	0	0	1	1	1963	12	22	1964	1	4	1963	12	21	1964	1	4	1963	12	22	1964	1	4	13	2	1	496
205	1964	BURUNDI/RWANDA          	516	BUI  	472	517	RWA  	471	0	0	0	0	0	1	1	1964	1	22	1964	4	30	1963	12	21	1964	4	30	1964	1	22	1964	4	30	99	1	0	497
206	1964	PANAMA FLAG             	2	USA  	474	95	PAN  	473	0	0	0	0	0	1	1	1964	1	10	1964	1	12	1964	1	9	1964	1	12	1964	1	10	1964	1	12	2	1	0	498
208	1964	OGADEN I                	520	SOM  	477	530	ETH  	476	0	0	0	0	0	1	1	1964	2	8	1964	3	30	1964	2	7	1964	3	30	1964	2	8	1964	3	30	51	1	0	499
209	1964	YEMEN WAR II            	651	EGY  	479	670	SAU  	480	0	0	0	0	0	7	7	1964	5	20	1964	11	8	1964	8	31	1964	11	8	1964	8	31	1964	11	8	69	1	0	500
209	1964	YEMEN WAR II            	670	SAU  	480	678	YEM  	478	0	0	0	0	0	7	7	1964	8	31	1964	11	8	1964	5	20	1964	11	8	1964	8	31	1964	11	8	69	1	0	501
210	1964	GULF OF TONKIN          	2	USA  	482	816	VTN  	481	0	0	0	0	0	4	2	1964	8	2	1964	8	7	1964	7	30	1964	8	20	1964	8	2	1964	8	7	5	1	0	502
210	1964	GULF OF TONKIN          	816	VTN  	481	817	VTS  	9999	2	0	0	0	0	2	-99	1964	7	30	1964	8	20	-99	-99	-99	-99	-99	-99	1964	7	30	1964	8	20	21	1	0	503
211	1964	CONGO II                	2	USA  	485	365	USR  	486	0	0	0	0	0	1	1	1964	9	26	1964	11	29	1964	11	24	1964	12	17	1964	11	24	1964	11	29	5	1	0	504
211	1964	CONGO II                	211	BEL  	484	365	USR  	486	0	0	0	0	0	1	1	1964	9	26	1964	11	29	1964	11	24	1964	12	17	1964	11	24	1964	11	29	5	1	0	505
211	1964	CONGO II                	365	USR  	486	484	CON  	483	0	0	0	0	0	1	1	1964	11	24	1964	12	17	1964	8	4	1964	12	30	1964	11	24	1964	12	17	23	1	0	506
212	1965	YEMEN WAR III           	651	EGY  	487	670	SAU  	489	0	0	0	0	0	7	6	1964	12	3	1965	8	25	1965	1	23	1965	8	25	1965	1	23	1965	8	25	214	1	0	507
212	1965	YEMEN WAR III           	670	SAU  	489	678	YEM  	488	0	0	0	0	0	6	7	1965	1	23	1965	8	25	1964	12	3	1965	8	25	1965	1	23	1965	8	25	214	1	0	508
213	1965	PLEIKU                  	2	USA  	491	816	VTN  	492	0	0	0	0	0	7	7	1965	2	7	1965	3	2	1965	2	19	1965	3	31	1965	2	19	1965	3	2	11	1	0	509
213	1965	PLEIKU                  	816	VTN  	492	817	VTS  	490	0	0	0	0	0	7	7	1965	2	19	1965	3	31	1965	2	7	1965	3	2	1965	2	19	1965	3	2	11	1	0	510
214	1965	RANN OF KUTCH           	750	IND  	493	770	PAK  	494	0	0	0	0	0	1	1	1965	4	8	1965	6	30	1965	4	8	1965	6	30	1965	4	8	1965	6	30	83	1	0	511
216	1965	KASHMIR II              	710	CHN  	9999	750	IND  	498	1	0	0	0	0	-99	3	-99	-99	-99	-99	-99	-99	1965	9	16	1965	9	21	1965	9	16	1965	9	21	5	1	0	512
216	1965	KASHMIR II              	750	IND  	496	770	PAK  	497	0	0	0	0	0	1	1	1965	8	5	1966	1	10	1965	8	25	1966	1	10	1965	8	25	1966	1	10	138	2	0	513
216	1966	KASHMIR II              	750	IND  	496	770	PAK  	497	0	0	0	0	0	1	1	1965	8	5	1966	1	10	1965	8	25	1966	1	10	1965	8	25	1966	1	10	138	2	1	513
218	1965	RHODESIA'S UDI          	551	ZAM  	500	552	RHO  	9999	2	0	1	0	1	1	-99	1965	11	5	1966	4	27	-99	-99	-99	-99	-99	-99	1965	11	5	1966	4	27	173	2	0	514
218	1966	RHODESIA'S UDI          	551	ZAM  	500	552	RHO  	9999	2	0	1	0	1	1	-99	1965	11	5	1966	4	27	-99	-99	-99	-99	-99	-99	1965	11	5	1966	4	27	173	2	1	514
219	1966	YEMEN WAR IV            	651	EGY  	502	670	SAU  	501	0	0	0	0	0	7	7	1966	10	24	1967	9	26	1966	10	14	1967	9	26	1966	10	24	1967	9	26	337	2	0	515
219	1967	YEMEN WAR IV            	651	EGY  	502	670	SAU  	501	0	0	0	0	0	7	7	1966	10	24	1967	9	26	1966	10	14	1967	9	26	1966	10	24	1967	9	26	337	2	1	515
219	1966	YEMEN WAR IV            	670	SAU  	501	678	YEM  	503	0	0	0	0	0	7	7	1966	10	14	1967	9	26	1966	10	24	1967	9	26	1966	10	24	1967	9	26	337	2	0	516
219	1967	YEMEN WAR IV            	670	SAU  	501	678	YEM  	503	0	0	0	0	0	7	7	1966	10	14	1967	9	26	1966	10	24	1967	9	26	1966	10	24	1967	9	26	337	2	1	516
220	1966	EL SAMU                 	663	JOR  	505	666	ISR  	504	0	0	0	0	0	1	1	1966	11	13	1966	11	15	1966	11	12	1966	11	15	1966	11	13	1966	11	15	2	1	0	517
221	1967	CHE GUEVARA-BOLIVIA     	40	CUB  	9999	145	BOL  	506	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1967	3	23	1967	10	10	1967	3	23	1967	10	10	201	1	0	518
222	1967	SIX DAY WAR             	2	USA  	510	365	USR  	512	0	0	0	0	0	1	1	1967	6	6	1967	6	11	1967	6	9	1967	6	11	1967	6	9	1967	6	11	2	1	0	519
222	1967	SIX DAY WAR             	651	EGY  	509	666	ISR  	507	0	0	0	0	0	1	1	1967	6	5	1967	6	11	1967	5	17	1967	6	11	1967	6	5	1967	6	11	6	1	0	520
222	1967	SIX DAY WAR             	652	SYR  	511	666	ISR  	507	0	0	0	0	0	8	1	1967	6	9	1967	6	10	1967	5	17	1967	6	11	1967	6	9	1967	6	10	1	1	0	521
222	1967	SIX DAY WAR             	663	JOR  	508	666	ISR  	507	0	0	0	0	0	1	1	1967	6	5	1967	6	11	1967	5	17	1967	6	11	1967	6	5	1967	6	11	6	1	0	522
223	1967	CYPRUS II               	350	GRC  	514	640	TUR  	513	0	0	0	0	0	1	1	1967	11	17	1967	12	1	1967	11	15	1967	12	1	1967	11	17	1967	12	1	14	1	0	523
223	1967	CYPRUS II               	352	CYP  	515	640	TUR  	513	0	0	0	0	0	1	1	1967	11	17	1967	12	4	1967	11	15	1967	12	1	1967	11	17	1967	12	1	14	1	0	524
224	1968	PUEBLO                  	2	USA  	517	731	KON  	518	0	0	0	0	0	1	1	1968	1	22	1968	12	23	1968	1	25	1968	12	23	1968	1	25	1968	12	23	333	1	0	525
224	1968	PUEBLO                  	731	KON  	518	732	KOS  	516	0	0	0	0	0	1	1	1968	1	25	1968	12	23	1968	1	21	1968	4	17	1968	1	25	1968	4	17	83	1	0	526
225	1968	TET OFFENSIVE           	2	USA  	520	816	VTN  	9999	2	0	0	0	0	9	-99	1968	2	27	1968	3	31	-99	-99	-99	-99	-99	-99	1968	2	27	1968	3	31	33	1	0	527
225	1968	TET OFFENSIVE           	816	VTN  	9999	817	VTS  	519	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1968	1	30	1968	2	24	1968	1	30	1968	2	24	25	1	0	528
226	1968	KARAMEH                 	663	JOR  	522	666	ISR  	521	0	0	0	0	0	1	1	1968	3	18	1968	3	22	1968	3	18	1968	3	21	1968	3	18	1968	3	21	3	1	0	529
227	1968	PRAGUE SPRING           	265	GME  	523	315	CZE  	528	0	0	0	0	0	1	1	1968	4	9	1968	8	20	1968	8	20	1968	10	18	1968	8	20	1968	8	20	0	1	0	530
227	1968	PRAGUE SPRING           	290	POL  	524	315	CZE  	528	0	0	0	0	0	1	1	1968	4	9	1968	8	20	1968	8	20	1968	10	18	1968	8	20	1968	8	20	0	1	0	531
227	1968	PRAGUE SPRING           	310	HUN  	526	315	CZE  	528	0	0	0	0	0	1	1	1968	5	8	1968	8	20	1968	8	20	1968	10	18	1968	8	20	1968	8	20	0	1	0	532
227	1968	PRAGUE SPRING           	315	CZE  	528	355	BUL  	525	0	0	0	0	0	1	1	1968	8	20	1968	10	18	1968	5	8	1968	8	20	1968	8	20	1968	8	20	0	1	0	533
227	1968	PRAGUE SPRING           	315	CZE  	528	365	USR  	527	0	0	0	0	0	1	1	1968	8	20	1968	10	18	1968	6	27	1968	10	18	1968	8	20	1968	10	18	59	1	0	534
228	1968	ESSEQUIBO I             	101	VEN  	9999	110	GUY  	529	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1968	7	9	1968	8	31	1968	7	9	1968	8	31	53	1	0	535
229	1968	BEIRUT AIRPORT          	660	LEB  	530	666	ISR  	9999	2	0	0	0	0	1	-99	1968	12	28	1969	1	31	-99	-99	-99	-99	-99	-99	1968	12	28	1969	1	31	34	2	0	536
229	1969	BEIRUT AIRPORT          	660	LEB  	530	666	ISR  	9999	2	0	0	0	0	1	-99	1968	12	28	1969	1	31	-99	-99	-99	-99	-99	-99	1968	12	28	1969	1	31	34	2	1	536
230	1969	VIETNAM SPRING OFF.     	2	USA  	531	816	VTN  	9999	2	0	0	0	0	7	-99	1969	2	22	1969	3	18	-99	-99	-99	-99	-99	-99	1969	2	22	1969	3	18	24	1	0	537
230	1969	VIETNAM SPRING OFF.     	816	VTN  	9999	817	VTS  	532	1	0	0	0	0	-99	5	-99	-99	-99	-99	-99	-99	1969	5	12	1969	6	8	1969	5	12	1969	6	8	27	1	0	538
231	1969	USSURI RIVER            	365	USR  	533	710	CHN  	534	0	0	0	0	0	1	1	1969	3	2	1969	10	20	1969	3	15	1969	10	20	1969	3	15	1969	10	20	219	1	0	539
232	1969	WAR OF ATTRITION        	651	EGY  	536	666	ISR  	535	0	0	0	0	0	7	1	1969	7	20	1969	7	28	1969	3	8	1969	7	28	1969	7	20	1969	7	28	8	1	0	540
232	1970	WAR OF ATTRITION        	365	USR  	538	666	ISR  	539	0	0	0	0	0	1	2	1970	1	22	1970	8	7	1970	4	19	1970	8	7	1970	4	19	1970	8	7	110	1	0	541
232	1970	WAR OF ATTRITION        	651	EGY  	537	666	ISR  	539	0	0	0	0	0	7	2	1970	1	7	1970	8	7	1970	4	19	1970	8	7	1970	4	19	1970	8	7	110	1	0	542
233	1969	EC-121 SPY PLANE        	2	USA  	540	731	KON  	9999	2	0	0	0	0	1	-99	1969	4	15	1969	4	26	-99	-99	-99	-99	-99	-99	1969	4	15	1969	4	26	11	1	0	543
234	1969	SHATT-AL-ARAB II        	630	IRN  	541	645	IRQ  	542	0	0	0	0	0	1	1	1969	4	15	1969	10	30	1969	4	19	1969	10	30	1969	4	19	1969	10	30	194	1	0	544
235	1969	FOOTBALL WAR            	91	HON  	544	92	ELS  	543	0	0	0	0	0	1	1	1969	7	14	1969	7	30	1969	6	15	1969	7	30	1969	7	14	1969	7	30	16	1	0	545
237	1970	INVASION OF CAMBODIA    	2	USA  	549	816	VTN  	546	0	0	0	0	0	7	10	1970	4	21	1970	6	30	1970	3	13	1970	6	30	1970	4	21	1970	6	30	70	1	0	546
237	1970	INVASION OF CAMBODIA    	732	KOS  	9999	816	VTN  	546	1	0	0	0	0	-99	10	-99	-99	-99	-99	-99	-99	1970	3	13	1970	6	30	1970	3	13	1970	6	30	109	1	0	547
237	1970	INVASION OF CAMBODIA    	800	THI  	9999	816	VTN  	546	1	0	0	0	0	-99	10	-99	-99	-99	-99	-99	-99	1970	3	13	1970	6	30	1970	3	13	1970	6	30	109	1	0	548
237	1970	INVASION OF CAMBODIA    	811	CAM  	547	816	VTN  	546	0	0	0	0	0	4	10	1970	3	23	1970	7	22	1970	3	13	1970	6	30	1970	3	23	1970	6	30	99	1	0	549
237	1970	INVASION OF CAMBODIA    	816	VTN  	546	817	VTS  	548	0	0	0	0	0	10	7	1970	3	13	1970	6	30	1970	4	10	1970	7	22	1970	4	10	1970	6	30	81	1	0	550
